Thoirette-Coisia (39530)
Thoiria (39531)
Thoissia (39532)
Toulouse-le-Château (39533)
Tourmont (39535)
Trenal (39537)
Uxelles (39538)
Vadans (39539)
Val Suran (39485)
Val-d'Épy (39209)
Val-Sonnette (39576)
Valempoulières (39540)
Valzin en Petite Montagne (39290)
Vannoz (39543)
Vaudrey (39546)
Vaux-lès-Saint-Claude (39547)
Verges (39550)
Véria (39551)
Vernantois (39552)
Vers-en-Montagne (39554)
Vers-sous-Sellières (39555)
Vertamboz (39556)
Vescles (39557)
Vevy (39558)
Villard-Saint-Sauveur (39560)
Villards-d'Héria (39561)
Villeneuve-d'Aval (39565)
Villeneuve-sous-Pymont (39567)
Villers-Farlay (39569)
Villers-les-Bois (39570)
Villers-Robert (39571)
Villerserine (39568)
Villette-lès-Arbois (39572)
Villette-lès-Dole (39573)
Villevieux (39574)
Vincent-Froideville (39577)
Viry (39579)
Vitreux (39581)
Voiteur (39582)
Vosbles-Valfin (39583)
Vriange (39584)
Vulvoz (39585)
